text,category,label,subset_label,model_wrong
[Web발신][맥커스]#NAME님 주문하신 상품의 배송안내입니다□주문번호 : #TRACKING□송장번호 : 한진택배/#TRACKING*택배사가 기존 CJ대한통운에서 한진택배로 변경되었으니 참고부탁드립니다!감사합니다!▷[맥커스] 바로가기 :#URL,parcel,1,5/5,1.0
[Web발신]([806]넥스트비전) *폴링인견민소매원피스 발송일자 안내* 고객님  대단히 죄송합니다ㅠㅠ 주문하신 [폴링인견민소매원피스] 제품이 오입고로 인해 #TIME경 발송 예정입니다! 최대한 빠르게 출고드릴 수 있도록 노력하겠습니다. 본의 아니게 배송지연으로 불편을 드려 죄송합니다. ㅠ.ㅠ (문자 수신불가 번호입니다) /문자알림,parcel,1,5/5,1.0
[Web발신][CJ대한통운 택배_배송완료]고객님의 상품이 배송 완료되었습니다.ㆍ상품명 : 예쁘진무드핀턱코튼팬츠색상블랙black 사이즈XL외 1ㆍ인수자(위탁장소) : #NAMEㆍ운송장번호 : #TRACKING※ CJ /KISA 신고 메시지,parcel,1,5/5,1.0
[Web발신]안녕하십니까. #NAME.#NAME부부입니다.#TIME부터 메론출하를 시작으로 약 2주정도 출하 예정입니다. 메론신청은 아래 홈페이지로 신청받습니다. 택배배송은 신청하신 순번대로 진행됩니다.홈페이지;#URL(선물하실경우 수취인추가기능이용)계좌;#ACCOUNT농협(#NAME),parcel,1,5/5,1.0
[Web발신][GS SHOP] 고객님께서 상담받으신 흥국생명 (#TIME) 방송의 사은품 내열유리 밀폐용기 10조이 #TIME 이내에 배송예정입니다  *업체사정으로 1~2일 배송이 지연될 수도 있으니 양해 부탁드립니다  ♡당신의 가장좋은 선택을 만듭니다 (문의:#PHONE),parcel,1,5/5,1.0
[Web발신]안녕하세요 #NAME 판매자입니다.  주문하신 상품은 연휴 이후 택배사 순차 배송으로 #TIME 중 출고예정으 최대한 빠른 배송이 되도록 요청하겠습니다불편하시겠지만 고객님의 소중한 시간 양해 부탁드리겠습니다. 감사합니다.,parcel,1,5/5,1.0
[Web발신]안녕하세요. #NAME입니다.▶#OTHERS가 #TIME에 발송되었습니다.배송지역의 차이로 배송이 지연될수 있습니다. 목요일까지 신문을 못 받아 보신 독자님들은 #PHONE로 연락 부탁드립니다.교육신문 #NAME를 구독해 주셔서 감사합니다.,parcel,1,5/5,1.0
[다이소몰] 주문이 완료되었습니다.- 주문번호 : #TRACKING- 주문자명 : #NAME- 주문금액 : 33 500원- 주문배송조회 : #URL,parcel,1,5/5,1.0
[Web발신]귀하의 차량이 #TIME 위반한 불법주정차 과태료고지서가 등기배송 후 부재로 인해 우편함에 배송이 되었음을 알려드리니 확인해보시기 바랍니다. [북구청 교통행정과],parcel,1,5/5,1.0
딸수록부자농장 (#NAME) #TIME부터 선착순 배송예정아래 링크로 주문 바라며카톡이나 문자주문시전화 문의 바랍니다 ~#URL /전달: 딸수록부자농장 (#NAME),parcel,1,5/5,1.0
[Web발신][무인택배]서강대국제학사A-4 인증번호[#PASSWORD] 수신자[#PHONE] 기사[#PHONE],parcel,1,5/5,1.0
[Web발신]#NAME(#ADDRESS) 상차완료 안내 ▶거래일 : #TIME ▶품목 : 황금알리버가드1 ▶중량 : 15 180kg ▶배송차량 : #OTHERS ▶기사명 : #NAME ▶기사연락처 : #PHONE 감사합니다. -서부사료-,parcel,1,5/5,1.0
[Web발신][FMC] #TIME 배송 업체 변경 안내 변경일 : #TIME부터 배송일 : 2일소요  (기존 1일) 임시주문불가 : #TIME - #TIME 임시배송불가 : #TIME - #TIME   더 나아진 품질과 배송 서비스로 보답 드리겠습니다. 감사합니다. /제목없음,parcel,1,5/5,1.0
[Web발신] #NAME님 주문하신 PP국물컵【FP-신105/대】흰색/셋트■ 상품 배송은 잘 받으셨나요?항상 고객님이 좋은 상품을 빠르게 받아보실 수 있도록 최선을 다하고 있답니다.받으신 상품 관련 문의는 고객센터로 문의주시면 친절하게 안내해 드리겠습니다.이용해주셔서 진심으로 감사드립니다.#ADDRESS,parcel,1,5/5,1.0
[][Web발신][CJ대한통운 택배_배송완료]고객님의 상품이 배송 완료되었습니다.ㆍ상품명 : 마흔에 읽는 니체 - 지금 이 순간을 위한 철학 수업ㆍ인수자(위탁장소) : #NAMEㆍ운송장번호 : #TRACKING※ CJ /KISA 신고 메시지,parcel,1,5/5,1.0
[Web발신](주)바로퀵물류 안녕하세요~고객님~^^ 퀵서비스 이용시 빠르고 안전하게 배송해드리는 저희 바로퀵물류 #PHONE으로 꼭 이용부탁드립니다~ 오늘도 좋은하루 되시길바랍니다~ 감사합니다~^^*,parcel,1,5/5,1.0
[Web발신]#OTHERS 출고완료 안내▶상품: 1. 시어서커 반팔블라우스 [아이보리]▶택배사: #OTHERS▶송장번호: #TRACKING주문하신 상품이 출고 완료되었습니다.택배사 사정에 따라 주말 및 공휴일 제외 #TIME 소요될 수 있습니다.감사합니다. /알림 #TIME,parcel,1,5/5,1.0
[Web발신]안녕하세요 고객님판매처 커피몰입니다죄송하게도 고객님께서 주문하신 상품이 이동중 파손으로 저희쪽으로 반입되어 #TIME 생상품으로 재출고처리예정입니다파손과 배송지연으로 불편을 드려 죄송합니다문의사항이 있으시면 #PHONE로 연락부탁드리겠습니다감사합니다,parcel,1,5/5,1.0
"""쿠에른""IFC몰 입니다!고객님의 소중한 상품이 금일 #TIME? 주문상품검수완료하였습니다!? 롯데택배 금일 발송되었습니다.고객님감사합니다 ? 오랫동안기다려주셔서감사합니다 오늘하루도 행복한 하루되세용?? IFC몰 쿠에른 /""쿠에른"" IFC몰 입니",parcel,1,5/5,1.0
[Web발신][딜리버리] #TIME 도착한 [택배]가 문서실(11층)으로 딜리버리 중입니다. (문의 #PHONE),parcel,1,5/5,1.0
[Web발신](광고)안녕하세요. #NAME입니다.#TIME 쭈꾸미가 나오고 있습니다.1키로 10~20미30 000원택배비별도 4 500원주소 #ADDRESS 주시고 입금 후 문자주시면 택배보내드립니다.포장관계로 #TIME까지만 주문 받을게요.통화가 어려울 수 있으니 문자주시면 확인 후 출발합니다.무료거부 #PHONE 인증#PASSWORD,parcel,1,5/5,1.0
[Web발신][데일리원더]안녕하세요. #NAME 고객님께서 주문해주신 상품이 #TIME 발송되었습니다.▶주문번호: #TRACKING▶상품명: 데일리원더 헤어▶택배사: 우체국택배▶운송장번호: #TRACKING 감사합니다.,parcel,1,5/5,1.0
[Web발신][짱죽]안녕하세요. #NAME님 [*^__^* 봄빛♡세일템! ▶냉장이유식 골고루 5팩 + 보리차 1봉] 우체국택배로 발송대기 중입니다.#TRACKING로 수령예정입니다. 감사합니다^^*,parcel,1,5/5,1.0
파페치 주문 번호 #TRACKING의 상품이 발송되었습니다. 배송 현황은 다음 링크에서 확인하실 수 있어요: #URL,parcel,1,5/5,1.0
[Web발신]#NAME에서 주문한 배송시작발송일시 : #TIME 차량번호 : #OTHERS 기사연락처 : 상품이 도착하면 전자전표 서명 부탁드립니다.#URL /Untitled,parcel,1,5/5,1.0
[Web발신]수입멸균우유판매처입니다. 저희쪽 배송실수로 밀크시크릿우유가 6개입 과배송되어 불편을 드려죄송합니다. 판매처로 연락주시면 빠른처리도와드리겠습니다.,parcel,1,5/5,1.0
[Web발신][셀리트 | 내 몸을 위한 엘리트 영양소]주문하신 셀리트 브로.. 배송시작  / CJ대한통운 #TRACKING,parcel,1,5/5,1.0
[Web발신]안녕하세요 휴대폰 액세서리 케이스핏입니다.현재 주문하신 제품은 주문제작 상품으로 배송이#TIME 소요될 것 같습니다.조금만 기다려 주시면 좋은 제품과 사은품 안전한 배송으로 보답하도록 노력하도록 하겠습니다.불편을 드려 죄송합니다.감사합니다.#URL /CASEFIT,parcel,1,5/5,1.0
[Web발신]안녕하세요 #NAME입니다.주문해주신 해외제작 상품은 약 #TIME의 배송기간이 소요되며주문취소는 주문후 #TIME 이내에만 가능합니다.제품은 해외통관 이후 국내송장번호가 등록 됩니다.감사합니다.,parcel,1,4/5,1.0
[Web발신]안녕하세요  (#NAME) 고객님 구름베이비 입니다. 배송이 늦어져서 죄송하고 기다려주셔서 정말 감사합니다.고객님께서 주문하신 제품 ( 5 )건중 오늘 ( 3 )건 발송 드리겠습니다.남은 리오더 제품( 2 )슈츠 아우터+팬츠세트 비비드 무지개 니트는 입고 되는대로 배송해드리겠습니다. 감사합니다.,parcel,1,4/5,1.0
[Web발신]○ 한국로지스풀 시화물류센터 #TIME 에 대한 서비스 만족도 평가입니다. 성실히 응해 주시면 향후 업무개선에 참고 하겠습니다. 서비스만족도평가->:#URL /Untitled,parcel,1,4/5,1.0
[Web발신] [CJ대한통운 오네(O-NE)_배송완료] 고객님의 상품이 배송 완료되었습니다. · 상품명 : NT[정관장] 홍삼지감 ★20포●1개 · 인수자(위탁장소) : #ADDRESS · 운송장번호 : #TRACKING 모두를 위한 단 하나의 배송! CJ대한통운 오네 ※ CJ대한통운 고객센터 : #PHONE /[CJ대한통운],parcel,1,4/5,1.0
안녕하세요 고객님. 홈플러스 온라인 배송매니저입니다. 최근 코로나19 이슈로 고객님의 안전을 위해 비대면으로 배송해 드리고 /홈플러스 온라인 입니다.,parcel,1,4/5,1.0
[Web발신][숭실대 생활관]숭실대 생활관 관리운영실입니다. 현재 운영실에서 #OTHERS 분의 장기미수령택배를 보관 중이오니 신분증을 지참하시어 지하 1층 운영실 방문 바랍니다. 감사합니다.,parcel,1,4/5,1.0
● 전 차 종 ●● 자체개발 ●● 화물비무료 ●● 굴삭기 고무패드 ●● 굴삭기 고무트랙 ●● 고객만족도99.9% ●● 이탈방지 최소화 ●● 당일직접배송 ●● 장착및 폐트랙수거 ● /● 전 차 종 ● ● 자체개발 ●..,parcel,1,4/5,1.0
[Web발신]#NAME님 30디자인쿼드에서 보낸 상품이 배달예정 입니다. 대신택배 #ADDRESS,parcel,1,4/5,1.0
cm 핏 예쁜 옷만 #NAME님의 배송이 시작되었습니다♡상품을 기다리실 #NAME님을 위해 얼른 달려갈게요-!상품명: 1. *[스키니] 모찌모찌해[숏ver] [화이트-S]택배사: CJ대한통운송장번호: #TRACKING /FW>알림 #TIME,parcel,1,4/5,1.0
[Web발신][인터파크]스마트폰 매크로 렌즈 스타 라이트 카메라 문의하신 상품은 해외배송상품으로 취소요청해주셨으나 현재 국내통관진행중이며 통관이 완료되는대로 고객님께 배송될 예정임으로 취소불가한 점 양해부탁드립니다.감사합니다.  /#TRACKING,parcel,1,4/5,1.0
[Web발신][3WAAU]오직 #NAME님만을 위한 상품이 완료되어  배송이 시작되었습니다.■ 주문일자:#TIME■ 주문번호:#TRACKING■ 주문상품: 3WAAU 맞춤형 헤어케어/화장품■ 배송정보:#OTHERS #TRACKING,parcel,1,4/5,1.0
[Web발신]#NAME님 주문하신 마일드 스테비아 커피믹스 20T 3+1박스 상품 배송은 잘 받으셨나요?항상 고객님이 좋은 상품을 빠르게 받아보실 수 있도록 최선을 다하고 있답니다.받으신 상품 관련 문의는 고객센터로 문의주시면 친절하게 안내해 드리겠습니다.이용해주셔서 진심으로 감사드립니다.Pulsesmall,parcel,1,4/5,1.0
[Web발신]안녕하세요 #ADDRESS에서 참외 농사를 짓고있는 #NAME입니다 싱싱한 참외 맛보세요주문전화 #PHONE택배비 포함 금액입니다못난이 5k ~ 15 000  10k ~ 27 000가정용 5k ~ 30 000  10k ~ 57 000선물용 5k ~ 38 000  10k ~ 68 000,parcel,1,4/5,1.0
[Web발신]#OTHERS 입니다. 주문하신 [더뉴 맥스크루즈 7인승 (15~19/2)] [더뉴 맥스크루즈 7인승 (15~19/2)] [1+2열  ] [브론즈] 의 제작이 완료되어 금일 발송처리 되었습니다.로젠택배 송장번호 : #TRACKING,parcel,1,4/5,1.0
[Web발신][adidas] 상품 배송 안내  안녕하세요. #NAME 님 주문하신 상품이 발송 되었습니다. - 택배사 : #OTHERS - 운송장번호 : #TRACKING - 날짜 : #TIME - 주문번호 : #TRACKING 감사합니다.  고객센터 : #PHONE,parcel,1,4/5,1.0
[Web발신]>⊙)))◁ ☆ 과메기!! 관풍대수산이 인사드립니다. #TIME 택배 판매를 시작하게 되었습니다!!! 많은 이용 부탁드립니다~♥~♥ /관풍대수산,parcel,1,4/5,1.0
"[Web발신]안녕하세요 #NAME입니다!주문주신 화장실이 ""#TRACKING"" 로 발송되었습니다. 배송위치 조회 시 참고 부탁드립니다~! 감사합니다.",parcel,1,4/5,1.0
일품김치 입니다. 고객님 주문하신 상품 오늘 출고 되어 내일 택배로 받으실 수 있습니다. /일품김치 입니다. 고객님 주문하신 상품 오늘 출고 되어,parcel,1,4/5,1.0
[Web발신]안녕하세요 #NAME입니다.#TIME 현충일 휴무로 인하여배송이 불가하오니발주 하실때 참고 부탁드립니다.좋은 하루 되세요감사합니다^^,parcel,1,4/5,1.0
햅쌀 나왔습니다 20키로 54.000원 입니다햇것 참깨도 나왔습니다1키로 24.000원 입니다택배 배송은 #TIMEㅡ #ADDRESS에서 /전달: 전달: 전달: 전달: 전달: 햅쌀 나왔습니다 20,parcel,1,4/5,1.0
[Web발신][엠지스토어]#NAME님 주문하신 상품의 배송안내입니다□주문번호 : #TRACKING□송장번호 : CJ대한통운/#TRACKING▷[엠지스토어] 바로가기 :#URL,parcel,1,4/5,1.0
[Web발신]귀하의 차량이 #TIME 위반한 불법주정차 과태료고지서가 등기배송 후 부재로 인해 우편함에 배송이 되어있음을 알려드리니 확인해보시기 바랍니다. [#OTHERS],parcel,1,4/5,1.0
[Web발신][목양클럽 출고일 안내]안녕하세요. 특별한 섬김 #NAME입니다. #NAME 회원님의 원활한 주문을 위해 출고일 안내를 드립니다.● #TIME 2차 출고일 : #TIME(출고일 전날 오후 6시까지 주문완료 하신 건에 한해 출고일 배송)감사드리며  평안한 하루 보내세요 ♡ /#NAME_출고일 안내_#TRACKING,parcel,1,4/5,1.0
[Web발신]안녕하세요 #NAME&#NAME종합물류입니다 #TIME에 저희일을하셔서 문자드립니다 현재 차량기사님들 모집중이며 차량 자사기사님들이 없다보니 거진 공유로 배차되고있습니다오더는 수도권 전지역 발생하고있습니다 연합사무실몇곳오더같이봅니다 인성1메인입니다 프로그램사용료 660원만 내시고 사용하시면됩니다 출근비없고 비대면 가입가능합니다,parcel,1,4/5,1.0
[Web발신][KCC] #NAME 고객님주문하신 제품이 출고지에서 출문되었습니다.▶ 출고지 : #ADDRESS▶ 도착지 : #ADDRESS #NAME #PHONE배송정보 자세히 보기 : #URL,parcel,1,4/5,1.0
[Web발신]#NAME 고객님 안녕하세요. 스토아팜 새도우 판매자입니다. 주문하신 상품이 주문자 성명 #NAME 오기재로 배송되었습니다. 우체국택배 #TRACKING로 #TIME 배송 완료되었습니다. 번거롭겠지만 확인 부탁드립니다. 죄송합니다,parcel,1,4/5,1.0
[Web발신][계산서 도착 안내]안녕하세요. 카고페이입니다.#NAME님이 발행한 계산서가(유)#ADDRESS에 도착하여 처리 중 입니다.자세한 내용은 아래 버튼을눌러 확인해 주세요. /#PHONE,parcel,1,4/5,1.0
[롯데카드] #NAME 님이 신청하신 카드가 오늘 배송될 예정입니다.■ 배송지 주소 : #ADDRESS■ 배송업체 : 주식회사 국제 ☎ #PHONE■ 배송원 : #NAME /제목없음,parcel,1,4/5,1.0
[Web발신]더엑스샵(유)브라운컴퍼니 #TIME에 주문번호:#TRACKING의 주문이 완료되었습니다.약 #TIME 당일배송.,parcel,1,4/5,1.0
[Web발신]파이토웨이 출고완료 안내▶상품: 1. 계간지2. 트리플 마그네슘  1개3. 파이토웨이 공통삽지▶택배사: #OTHERS▶송장번호: #TRACKING주문하신 상품이 출고 완료되었습니다.택배사 사정에 따라 #OTHERS 제외 #TIME 소요될 수 있습니다.감사합니다. /알림 #TIME,parcel,1,4/5,1.0
오전에(신규 갱신) 배송 예정이니 부재중이거나 #ADDRESS 바뀌신분들은 미리 연락부탁드립니다 /카드배송업체 마그넷서비스,parcel,1,4/5,1.0
[Web발신][롯데ON] 고객센터 입니다. 안녕하세요 고객님 #NAME 입니다.감자 500g 당근 300g 으로 주문 해주신 걸로 확인 됩니다.상품 배송시 갯수가 아닌 그람수 로 배송 되는 상품 으로 배송 받은 그람수 확인 부탁 드립니다. 감사 합니다. 즐거운 하루 되세요,parcel,1,4/5,1.0
"[한국농업 대표기업 팜한농]""대구농약종묘사(영주)"" 주문하신 제품이 #TIME 공장에서 출고되었습니다.◎제품:뉴푸마시 입제 3KG 8EA 5 박스◎기사:택배1_경동택배 (전화 #PHONE )◎차량번호:#OTHERS",parcel,1,4/5,1.0
[Web발신]*주말/공휴일의 경우는 배차관계로 최대 #TIME 가량 소요될수 있습니다. 당일은 일부지역 폭설로 인해 배송이 더 지연될 수 있는점 양해 부탁드립니다. 정성껏 준비해서 최대한 빠르게 보내드리겠습니다.,parcel,1,4/5,1.0
[Web발신][무인택배]서강대국제학사C-15 인증번호[#PASSWORD] 수신자[#PHONE] 기사[#PHONE],parcel,1,3/5,1.0
[Web발신]온라인 전시 설문지 참여해 주셔서 감사 드립니다. 기념품 택배 발송해 드렸습니다 동일 #ADDRESS에 중복 신청 하신분은 각 #ADDRESS에 하나씩 보내 드렸습니다.  /안녕하세요 #OTHERS입니다,parcel,1,3/5,1.0
[Web발신]안녕하세요. #NAME 고객님! 롯데하이마트 CS마스터 #NAME입니다. 고객님의 소중한 상품을 현관앞에 배송완료 하였습니다. 문의사항이 있으신 경우 연락주시면 친절하게 안내 드리겠습니다!  롯데하이마트를 이용해주셔서 진심으로 감사 드립니다. 오늘도 즐거운 하루 되십시오!,parcel,1,3/5,1.0
안녕하세요. 고객님 애터미 전담배송 입니다. 고객님의 물품을 본인 전달하였습니다. 운송장번호 : #TRACKING 보내는고객 : 애터미 보내는 물품 : 소포라 퀸 소속 기사명 : #NAME 연락처 : #PHONE ※ 본인이 직접 제품을 수령하신 경우에는 사진보기가 제공되지 않습니다. 위탁사진 첨부 /유피로지스,parcel,1,3/5,1.0
[Web발신][중앙일보] 안녕하세요. 중앙일보 고객센터입니다. 다름이 아니라 중앙일보 신문이 배송 되고 있는데 잘 받아보셨는지 확인차 연락드렸습니다. 받지 못하셨다면 고객센터 #PHONE 으로 전화 부탁드립니다.,parcel,1,3/5,1.0
[Web발신]안녕하세요 #NAME 고객님GS프레시몰입니다.주문하신 상품의 배송이 시작되었습니다. ■주문번호: #TRACKING■주문상품: 자연마을백두대간 목심 구이용 400g 외 5건■배송예정: #TIME■배송주소: #ADDRESS GS프레시몰!,parcel,1,3/5,1.0
안녕 하세요 퀵엔화물전국24시화물 물류배송 업체입니다 적재물 보상보험 3억 가입한 정부에서 정식 승인받은 퀵.화물 물류배송 업체로 믿고 맡겨 주시면 신속 정확하게 최선을 다해서 처리해 드리겠습니다   대표전화 #PHONE (365일 주.야),parcel,1,3/5,1.0
[Web발신]키즈노트북 배송 시작!원본 PDF는 배송완료 #TIME 메일로 받을 수 있어요.배송추적: #URL,parcel,1,3/5,1.0
[Web발신]딜리콤부티X지애 ♥상쾌한 하루의시작! 딜리콤부티 공구 open♥ #NAME님의 주문이 정상접수 되었습니다. [주문번호: #TRACKING] 주중 배송기준에 따라 상품이 배송됩니다. 감사합니다.★주문조회★> #URL,parcel,1,3/5,1.0
[Web발신]#NAME&#NAME퀵종합물류입니다 기존가입하셨던 #OTHERS들께 보내는문자입니다 #OTHERS들은 출근비없으며 프로그램사용료 하루 660원만내고 사용하시면됩니다 ★ 비대면가입 ★ 가능하며 사무실방문은 #ADDRESS로 오셔야하합니다 감사합니다,parcel,1,3/5,1.0
[Web발신][우포스]#NAME님 주문하신 상품의 배송안내입니다□주문번호 : #TRACKING□송장번호 : 우체국택배/#TRACKING▷[우포스] 바로가기 :#URL,parcel,1,3/5,1.0
[Web발신][농협몰] e-하나로마트 창동점 배송이 완료되었습니다.■ 주문번호 : #TRACKING■ 상품 : 키위(한라스위트) 외 4건 /DFC_TMS배송안내,parcel,1,3/5,1.0
[Web발신]쉼터주유소 입니다. 등유 리터당 1290원(한드럼 25만8천원)으로 15만리터 한정으로 판매 중입니다. 필요하신 고객님께서는 예약주시기 바랍니다. 많은 예약으로 배송이 #TIME 소요될수 있습니다.(배송은 300리터 이상부터 입니다) /쉼터주유소 등유 특가판매 !!!,parcel,1,3/5,1.0
[Web발신]▣현대백화점 #ADDRESS 선물세트 배송 안내 ▣ #NAME님의 선물배송 의뢰건으로 #NAME님께 전화하였으나 부재중이시네요! 다시 전화드릴 예정입니다. 현대백화점 #ADDRESS.,parcel,1,3/5,1.0
안녕하세요 #NAME 고객님GS프레시몰입니다.주문하신 상품이 곧 도착합니다.■주문번호: #TRACKING■주문상품: 포켓몬)로켓단초코롤 외 2건■배송예정: #TIME■수령위치: #ADDRESS당신을 아끼는 장보기  GS프레시몰!,parcel,1,3/5,1.0
[Web발신][#NAME] 고객님의 제품이 수리 완료되어 [로젠택배] 송장번호 #TRACKING 으로 발송되었습니다.감사합니다.,parcel,1,3/5,1.0
[Web발신] [주류앱 달리 Dali]안녕하세요.주문하신 상품은 만족하셨나요?상품에 만족하셨다면 상품 리뷰를 남겨주세요!주문번호 : #TRACKING주문일자 : #TIME상품명 : [주문폭주  순차배송] 아트몬스터 수제맥주 5종 러브레토 패키지 [전용잔 증정] /#EMAIL,parcel,1,3/5,1.0
[Web발신][학생복지스토어] 주문하신 상품의 배송이 시작 되었습니다. 운송장번호: #TRACKING 배송조회: #URL 학생복지스토어는 고객님의 제품을 안전하게 배송하기 위해 최선을 다하겠습니다. /제목없음,parcel,1,3/5,1.0
월부터 학교무상우유급식 멸균우유를 가정으로 배송하려고 합니다. 혹시라도 멸균우유를 받지 않으시려면 급식실(#PHONE)으로 전화주세요.오늘도 좋은 하루 되세요~^!^,parcel,1,3/5,1.0
"[Web 발신]  
[CJ대한통운 택배]  

고객님 안녕하세요.  

고객님께서 주문하신 상품 도서 음반 DVD을 금일 원메일 사이에 배송 할 예정입니다.  

※ 실시간 배송정보 : #URL  

직접 수령이 어려우신 경우 상품을 맡겨둘 장소를 선택해주세요.  

※ 위탁장소 선택 : #URL  

■보내는분 : #NAME  
■운송장 번호 : #TRACKING  

[택배 담당자] CJ대한통운 수원지점 #ADDRESS  

교통상황에 따라 방문시간이 다소 변경될 수도 있습니다. 고객님의 양해를 부탁드립니다.  

빠르고 정확한 즐거운 택배!  
CJ대한통운을 이용해주셔서 감사합니다.  

더 자세한 배송정보 조회 안내  
#URL",parcel,0,5/5,1.0
"딩동♬  
고객님!  
진심을 다하는 롯데택배입니다.  

코로나19관련 고객님과 택배기사님의 안전을 위하여 비대면 배송으로 진행할 예정이오니 양해 부탁드립니다.  

저희 롯데택배는 보다 철저한 방역으로 고객님과 택배기사님의 안전을 지키기 위해 노력하겠습니다.  

님께서 기다리시던 상품을 가지고 출발합니다.  

■ 보내는 분(곳) : #ADDRESS  
■ 상품명 : [추천빅딜][스파오] 찬바람 불어올때 스파오 직영점에서 모아보는 FW 꿀템 클리어런스  
■ 운송장번호 : #TRACKING  
■ 배송지 : #ADDRESS  
■ 배송예정시간 : #TIME  

▶수령장소 선정 및 실시간 배송정보  
#URL  

불편하신 점이나 추가 문의사항은 고객센터 ☎#PHONE 또는 롯데택배 챗봇 LODA로 연락주세요.  

항상 롯데택배를 이용해주셔서 감사합니다.",parcel,0,5/5,1.0
