text,category,label,subset_label,model_wrong
[SKT] 휴대폰 결제가 실패되었습니다. - 요청 일시 : #TIME - 요청 사이트 : TQ Game[#PHONE] - 요청 금액 : 500 000 - 결제 대행사 : 모빌리언스[#PHONE] - 실패 사유 : [이번 달 이용한도 초과] ※ 이용금액을 선결제하면 즉시 이용한도가 복원됩니다. ▶ 이용한도 변경 바로가기 : #URL ▶ 선결제 바로가기 : #URL ♣ [이번 달] 이용 내역 안내 - 사용가능 금액 [300 000] 원 - 누적사용 금액 [29 975] 원 - 잔여 사용가능 금액 [270 025] 원 ※ 온라인 쇼핑몰에서 일부 금액만 취소하는 경우 일시적인 한도 초과로 결제가 실패될 수 있습니다. 이 경우 해당 사이트 또는 결제 대행사로 문의해주시기 바랍니다. ※ 다회선 이용고객의 경우 [잔여 사용가능 금액]이 다를 수 있습니다. /휴대폰 결제 실패 안내,credit,1,5/5,1.0
[Web발신](광고)(에듀윌) ※ 시험까지 D-67 #TIME #공인중개사#빠른시작#쉬운합격#얼리버드♥합격하고 제주도 가자♥ 100%당첨 경품추첨▶오늘 마감◀ #TIME #TIME[100%환급 평생패스]※#TIME까지 최종합격하면 결제금액 그대로 [100%전액 환급]※할인쿠폰21만원+★특별할인★※70만원 상당 라이브클래스※36만원 상당 공인중개사 시크릿 노트+특강※6만원 상당 민법 조문&용어집+특강※15만원 상당 전국실전모의고사 6회분+해설강의★합격은 에듀윌입니다★▶6년간 합격자 수 1위▶12년간 베스트셀러 1위▶합격 후 성공까지 함께하는 업계 최대 규모 동문회★역대급 할인 받고 지금!! 시작하세요에듀윌평생패스(#URL)☎합격상담 :#PHONE무료수신거부 #PHONE,credit,1,5/5,1.0
[Web발신] FROU blog #NAME님의 주문이 완료되었습니다. * 구매자 전화번호 : #PHONE * 주문일자 : #TIME * 상품명(수량) : [FROU X MyHabit] 100% 이탈리아산 모로오렌지 3無 클렌즈(1개) / 구성:옵션02) 클렌즈 2박스 (하드 4일 플랜)  (총 1개)  * 결제금액 : 71 800원 * 배송지 : #ADDRESS * 환불조건 :  * 주문취소/배송조회 : #URL 기타문의 : #PHONE 판매자의 채널 안내 : #URL /FROU blog,credit,1,5/5,1.0
광고) [띵동] 프리메라가 알려드립니다. ？ 기다리고 기다리던 클렌징오일이 업그레이드가 되서 돌아왔습니다! ？ ▶신제품15% 할인받기! ▶네이버기획세트 ？ 중복증정! ？ *메모란에 ''행사''라고 적어주세요 ？ 현대백화점 중동점 오일투폼클렌저 (안심링크)？ ▶구매바로가기▼▼▼ #URL ====================== ？ *행사기간:#TIME까지 *사은품 소진시 행사 종료 *1인1회 / 한정수량. *전화주문 및 비대면결제 *택배발송 가능 *문자 수신고객에 한함. (문자제시해 주세요.) *포인트구매 및 기획세트 제외행사 *무료수신거부 : #PHONE /[제목없음],credit,1,5/5,1.0
[Web발신]#NAME 안녕하세요! 본 메시지를 받은 제로페이 가맹점은 <#ADDRESS> 사용처임을 알려드립니다. 고객이 방문하여 중식지원 바우처로 결제할 수 있도록 <제로페이 QR키트>를 잘 보이는 곳에 놓아주세요. ■ 사전 준비사항  - 계산대에 <제로페이 QR키트>를 놓아주세요.  * 분실/파손으로 인해 고객센터에 재발급 요청 시  스티커형 QR 발송 ■ 사용처  #ADDRESS  베이커리  음식점 중 지정된 제로페이 가맹점 ■ 결제품목  식·음료/베이커리 ■ 중식지원바우처란? (링크 : #URL) ■ 문의 : 제로페이 고객센터 #PHONE (평일 #TIME) /#ADDRESS 사용처 안내,credit,1,5/5,1.0
[Web발신]   콘텐츠이용료(Google) [결제]    * 가격 : 3 200 원  * 상품명 : Premium User - 1 Month (Translate voice - Translator)  * 주문번호 : #TRACKING  * 구매일시 : #TIME  ▶'미리납부’ 방법과 ‘이벤트’ 확인하기  #URL ▶ 상품구매관련 문의는 판매자  #NAME  (#EMAIL)  으로 연락주세요  ▶ Google Play 결제취소 문의: #PHONE(평일 AM9~PM6) 또는 #URL ▶ YouTube Premium 결제취소 문의: #URL /구글 Play스토어 결제내역,credit,1,5/5,1.0
"[Web발신](광고)[캐롯] 퍼마일 가입이벤트 안내안녕하세요  #NAME님입니다. #NAME님의 자동차보험 만기일이 곧 다가와요!(만기일:#TIME)매월 탄 만큼(특약) 내는 퍼마일 자동차보험을 경험해보세요! ■ #NAME님께 드리는 한정 혜택! - 기간: #TIME! - 방법: 아래 ""링크주소""를 통해 신규 가입 시   ☞ #URL  - 혜택: 신세계모바일상품권 최대 3만원   (단  지급조건에 따라 상이) - 제공 시기: 익월 말■ 지급 조건1) 신차·신규에 한하여 제공 (갱신 제외) ㆍ신차: 신차 또는 중고차 구매 후 본인명의로 최초등록한 차량 ㆍ신규: 현재 타보험사 자동차보험에 가입 중인 차량 2) 연 30만원 이상 결제 계약에 한해 제공 (차량이 2대 이상인 경우 혜택 각각 적용)3) 타 가입 이벤트 및 결제 혜택과 중복 적용되지 않으며  총 혜택은 계약당 최대 3만원을 초과할 수 없음 ㆍ최근 10개월 내 캐롯손해보험 자동차 보험료 확인 이벤트 참여이력이 있는 경우 2.5만원권 / 없는 경우 3만원권4) 발송 시점에 정상계약으로 유지된 건에 한해 제공 5) 본 문자에 안내된 ""링크주소""로 접속하여 가입 완료시에만 참여 인정6) 피보험자의 #PHONE로 개별 발송 ■ 알아두실 사항 - 이 보험계약은 예금자보호법에 따라 예금보험공사가 보호하되  보호 한도는 본 보험 회사에 있는 귀하의 모든 예금보호대상 금융상품의 해약환급금(또는 만기시 보험금이나 사고보험금)에 기타지급금을 합하여 1인당 최고 5천만원이며  5천만원을 초과하는 나머지 금액은 보호하지 않습니다.(다만  보험계약자 및 보험료 납부자가 법인이면 보호되지 않습니다.) 보험 계약자가 기존에 체결했던 보험계약을 해지하고 다른 보험계약을 체결하면 보험인수가 거절되거나  보험료가 인상되거나  보장내용이 달라질 수 있습니다. 또한  지급한도  면책사항 등에 따라 보험금 지급이 제한될 수 있습니다. 보험계약 체결 전 상품설명서 및 약관을 읽어보시기 바랍니다.   * 본 문자는 마케팅 활용 동의 고객 대상으로 발송하였습니다. * 문의 및 상담 : #URL * 무료수신거부  : #PHONE * 심의필-제2022-202034-자체(#TIME) /(광고)[캐롯] 퍼마일 가입이벤트 안내",credit,1,5/5,1.0
[Web발신](광고) [우리은행] [상품안내] #NAME 고객님! 커피 6잔이 곧 사라져요T^T ▶[100% 경품] 스타벅스 아메리카노(T) 6잔 받는 법!  - #TIME 로그인 ☞ 3잔  - #TIME 로그인 ☞ 2잔  - 연 3.7% 특판 적금 가입 ☞ 1잔 ※단  #TIME 경품을 받으시려면 #TIME 로그인 필수 ▷대상: 본 문자를 우리은행으로부터 수신한 고객 중 로그인 또는 특판 적금 가입한 고객 (마케팅/SMS 수신 동의 필수) ▷기간: #TIME(수) ~ #TIME(금) ▶ 로그인 및 상품가입: #URL ▷ 승인번호: #PASSWORD ※우리WON뱅킹 로그인하면 참여 완료! 별도 응모과정이 없어요! ※상품은 10만원 이상 신규  자동이체등록 #TIME기준 적금 유지 필수 ▶#TIME 로그인 경품발송일: #TIME(수) ▶#TIME 로그인/특판 적금 경품발송일: #TIME 중  ※우리WON뱅킹 해지시 당첨에서 제외됩니다 ※우리은행에서 진행하는 다른 이벤트 혜택과 중복시  가장 큰 경품으로 1회 지급됩니다 ※연락처가 부정확하여 경품 발송이 어려울 경우 당첨이 취소될 수 있으니  우리은행에 등록된 고객정보를 확인해주시기 바랍니다 ※경품 당첨 고객에 한해 고객정보가 위수탁업체 (주)쿠프마케팅에 제공되며  경품 발송 후 고객 정보는 파기됩니다 ※경품은 우리WON뱅킹 쿠폰함에 적립되며 유효기간은 60일로 연장  환불  재발송이 불가합니다 ※이 예금을 가입하기 전에 상품설명서 및 약관을 읽어보시기 바랍니다 ※이 예금은 예금자보호법에 따라 예금보험공사가 보호하되  보호한도는 본 은행에 있는 귀하의 예금보호대상 금융상품의 원금과 소정의 이자를 합하여 1인당 최고 5천만원이며  5천만원을 초과하는 나머지 금액은 보호하지 않습니다 ※이 예금의 이자는 만기일시지급식으로 고객의 만기 또는 중도해지 요청시 지급되며  해지시 압류  가압류 등 은행이 정하는 사유에 따라 원금 또는 이자의 지급이 제한될 수 있습니다 ※문의는 우리은행 컨시어지영업2부(#PHONE 평일09:00~17:00)로 바랍니다. ※ #TIME 준법감시인-9023 심의필 (유효기간 : #TIME ) (무료)수신거부 #PHONE 작성기준일:#TIME /★오늘 마지막!★ 스타벅스 6잔 드려요!!,credit,1,5/5,1.0
[Web발신][한국씨티은행]#NAME 고객님 #TIME 한국씨티은행은 소비자금융 업무를 단계적으로 폐지하기로 결정하였습니다. 고객님의 안전한 금융생활을 위해 사용하지 않는 계좌가 있는지 확인하세요. 금융결제원 어카운트인포에서 쉽고 편리하게 확인하실 수 있습니다.▶ 어카운트인포 바로가기 #URL - 모든 은행 예금 계좌 한 눈에 조회 - 잔액이 100만원 이하인 1년 이상 입출금 거래가 없는 원화 계좌인 경우 계좌해지 및 이용 중인 은행의 계좌로 이체 가능 - 어카운트인포 앱을 통한 계좌 해지시 인증(바이오/공동/금융 택1) 필요▶ 어카운트인포 이용방법 (동영상 안내) #URL ▷ 소비자금융 업무 단계적 폐지에 따른 은행 이용자 보호 계획 #URL  준법감시인 심의필 #OTHERS /안전한 금융생활,credit,1,5/5,1.0
[Web발신][T우주] <우주패스 standard> 이용 안내 #NAME 고객님  안녕하세요. 내일부터 <우주패스 standard>의 새로운 이용기간이 시작됩니다. T우주와 함께해 주셔서 감사합니다. (결제 금액: 0원)■ 문의: T우주 고객센터- #PHONE(무료)- 다른 통신사 휴대폰에서 #PHONE(유료) 나만의 구독 유니버스  T우주,credit,1,5/5,1.0
[Web발신](광고)안녕하세요. #OTHERS입니다. 한국잠사 플레이참 #TIME 한정 이벤트 (#TIME- #TIME) 1. 선착순 100명 정가 9 000원 상당 잠사플레이팜 누에 스티커색칠북(워크북) 증정 (소인만 지급) 2. 선착순 100명 3인 가족 당 1개 다육이테라리움만들기체험권 증정. - 내부 사정에 의해 이벤트가 조기 마감될 수 있습니다. 1. 잠사 산업의 역사를 간직한 한국잠사박물관 관람 2. 어디서도 볼 수 없는 뽕잎먹는 누에 관찰 3. 양떼가족과 양치기 콜리 희귀 조류 연못을 헤엄치는 비단잉어 토끼 기니피그 등 작은 소동물원이 있는 양떼 정원(먹이체험가능) 4. 바베큐 취사가 가능한 힐링 숲속 피크닉존(유료 현장결제) 5. 요즘 인기 키트 만들기 키트 체험 6. 다시돌아온 최대 30m 길이의 스릴넘치는 스피드씽씽레일 사계절썰매장 ! 7. 디지털 모션인식기구들이있는 키즈카페 초특가 PKG 1. -박물관관람+양떼정원관람+씽씽레일코스터+누에관찰+ 디지털키즈카페 + 물놀이장 (#TIME부터 #TIME까지 축소이용) 정상가 26 900원 1차 7 900원 2차 8 900원 3차 9 900원 (1~3차 각각 선착순 1 000매) 유효기간: #TIME까지 주소: #ADDRESS 한국잠사박물관 *잠사박물관 홈페이지 #URL 판매링크: #URL 문의: #PHONE *운영시간 매일 : #TIME (입장마감 #TIME) 매주 월요일 휴관 ※ 특가상품으로 구매 후 취소 환불 불가 ※ 모든상품은 대인 소인 주중 주말 공통 ※ 24개월 미만 유아는 성인1명 결제 시 유아 1명 무료(증빙서류 필수) 동물과 온몸으로 교감하고 환상의 디지털세계에서 뛰노는 티놀자애니멀파크로 초대합니다! 이색동물체험관(파충류+조류체험+거북이체험) 작은 아쿠아리움+ 숲속빌리지체험(기니피그 염소 토끼 원숭이) + 미니키즈카페(모션인식기구+ 증강현실체험관) +꽃이있는 정원체험 정상가 13 000원 특가: 7 000원 선착순 1 000매한정 ※24개월 미만은 증빙서류 지참시 무료 주소: #ADDRESS 판매링크: #URL 문의 : #PHONE/#PHONE *운영시간 매일 : #TIME (입장마감 #TIME) 평일 휴관 무료거부 #OTHERS /(광고)안녕하세요. #OTHERS,credit,1,5/5,1.0
[Web발신] #NAME 고객님 안녕하세요~렌탈 EASY-K입급금액: 26 900원은행:국민은행전용계좌번호:#ACCOUNT렌탈료가 결제되고 있지 않습니다.빠른입금 부탁드립니다.ㄴ 결제정보 변경된 경우 당사로 연락주셔서 변경 부탁드립니다.고객센터 : ☎ #PHONE업무시간 :(#TIME)(주말/공휴일 휴무)감사합니다.,credit,1,5/5,1.0
[Web발신](광고)(에듀윌) 경찰 2차 면접반 오픈 사전등록 혜택시험 마친 여러분 고생하셨습니다.이제는 면접을 준비하실 시기입니다.(#TIME는 설명회 당일 마감 조기마감 주의)*접수 시 인사법 사전조사서 작성법 강의즉시제공★사전등록 할인 혜택★#TIME■ 결제가: 60만원(5만원 할인가)■ #NAME 월수금반: #URL■ #NAME 화목토반: #URL■ #NAME 면접캠프: #URL※ 조기마감 주의★#TIME 면접 설명회 안내■ #NAME(#TIME): #URL■ #NAME(#TIME): #URL※문의: #URL (카톡플친)감사합니다.무료수신거부 #PHONE /[에듀윌] 경찰 2차 면접반 오픈,credit,1,5/5,1.0
[KB증권] 거래 약관 안내개설하신 계좌에 대한 상품별 약관을 미리 숙지하시기 바랍니다.(*KB증권 온라인 매체에서 로그인하여 약관승인 절차 등 완료 후 거래 가능) ▶ 상품별 약관보기 바로 가기#URL업무문의 : #OTHERS /제목없음,credit,1,5/5,1.0
[넘버즈인] #NAME님의 주문이 결제완료 되었습니다□주문번호 : #TRACKING□결제금액 : 55 040원항상 고객님의 피부고민을 함께 고민하는 브랜드가 되겠습니다.이용해주셔서 감사합니다.▷[넘버즈인] 바로가기 :#URL,credit,1,5/5,1.0
[Web발신][결제출금안내] #NAME님 #TIME 납입예정분 #ADDRESS에서 47 474원 출금 예정입니다. ※실 출금일 : #TIME,credit,1,5/5,1.0
[Web발신]안녕하세요. 고객님. SK국제전화 올패스(All-pass)요금제 이용에 따라 모바일상품권 혜택을 드립니다. [SK올패스(All-pass)요금제 혜택 = 1만원(VAT별도)/월 부과+#OTHERS 합산 300분+모바일상품권]  - 월 과금기간 중 국제전화 이용시 5천원 상품권 지급 - 월 과금기간 중 국제전화 미이용시 1만원 상품권 지급 (#TIME 유효. 이후 5천원 상품권 지급)   ☞오직  SK국제전화 고객님께만 드리는  한패스 해외송금 제휴 혜택 안내 앱 가입 시 송금 수수료 할인 쿠폰 100% 지급! ▶앱 다운로드 : #URL *회원가입시 추천코드에 반드시 #OTHERS을 입력해야 합니다.  *가입 후 추가정보 입력 단계까지 완료해야 쿠폰이 지급됩니다. *쿠폰은 내 정보 → 내 쿠폰함에서 확인 가능합니다. ☎한패스 쿠폰 문의: 한패스 고객센터(#PHONE) 평일: #TIME까지(주말은 #TIME/법정공＊상품명칭 : [SK주유] SK모바일 주유권 1만원＊쿠폰번호 : #OTHERS＊유효기간 : #TIME~#TIME＊사용가격 : 10 000 원＊유의사항 - 1매/일 사용 가능합니다. - SK주유소 및 충전소에서 결제 전 주유원에게 보여 주시기 바랍니다. 본 모바일쿠폰은 기업 프로모션용 무상제공 쿠폰으로 유효기간 연장 및 환불 대상이 아닙니다.＊주의사항 - 일부 주유소 및 일부 충전소 제외 - 주유소 및 충전소당1회1매 사용 가능 - 기업 경품/사은품 등의 기프티콘은 현금교환/잔액환불 및 기간연장이 불가합니다. ＊사용처 : 전국 SK주유소 및 충전소 사용 가능 주유소 확인→#URL ＊문의전화 : #PHONE /[SK국제전화],credit,1,5/5,1.0
[Web발신][SKT] 휴대폰 결제가 실패되었습니다. - 요청 일시 : #TIME - 요청 사이트 : #OTHERS - 요청 금액 : 2 000 - 결제 대행사 : #OTHERS - 실패 사유 : [휴대폰 결제 이용동의] 미가입 온라인/모바일 쇼핑몰 #OTHERS 등 다양한 사용처에서 휴대폰 결제 서비스를 이용하기 위해서는 [휴대폰 결제 이용동의]를 신청해 주셔야 합니다. [휴대폰 결제 이용동의]는 ARS 또는 #OTHERS를 통해 신청 가능합니다. ▶ARS : #PHONE (통화료 무료  본인 휴대폰에서 이용 가능) ▶T world 바로가기 : #URL /휴대폰 결제 실패 안내,credit,1,5/5,1.0
&lt;결제 승인완료&gt;#TIME인증:#PASSWORD 완료결제금액:953 830원배송문의 #PHONE,credit,1,5/5,1.0
