text,category,label,reason_value,spans,evidences,use_evidence_loss,functional_valid,label0_has_evidence,functional_tags,functional_reason,functional_category,functional_row_idx,evidence_reason_merge,subset_label,model_wrong
[Web발신]대신택배(일산대화)입니다.배송된 택배비￦6 000원오늘 꼭 입금부탁드립니다★국민은행 #NAME★#ACCOUNT,parcel,1,"해당 문자는 발신자가 '대신택배'라고 주장하며, 배송된 택배비를 입금하라고 요구하고 있습니다. 특히, 특정 은행 계좌 정보가 포함되어 있어 금전적 송금을 유도하고 있습니다. 이러한 요소는 스미싱의 전형적인 특징으로, 사기꾼이 실제 배송 서비스인 것처럼 가장하여 피해자로 하여금 돈을 송금하도록 유도하는 방식입니다.","[[21, 48]]","[""배송된 택배비￦6 000원오늘 꼭 입금부탁드립니다""]",1,0,0,"[""payment_or_transaction_claim""]",배송비 입금을 요구하며 긴급성을 부여하여 반응을 유도한다.,parcel,,raw_reason_functional_left,5/5,1.0
상주 #NAME님!! 안녕하세요.[KB손해보험 #NAME] ~ 고객께서 주문한 [근조화환]상품이 배송완료 되었습니다.감사합니다.꽃배달 대표기업 삼팔플라워대표전화 : #PHONE홈페이지 #URL고객의 마음까지 전해드리는 삼팔플라워,parcel,1,"해당 문자는 고객께서 주문한 상품이 배송 완료되었다고 주장하며, 대표전화와 홈페이지 링크를 포함하고 있습니다. 그러나 출처가 불분명한 업체인 '삼팔플라워'를 언급하고 있으며, 실제로 주문한 적이 없는 상품에 대한 언급이 있어 의심스러운 요소가 존재합니다. 또한, 링크를 클릭하도록 유도하는 형태로 보아 스미싱의 전형적인 특징을 가지고 있습니다.",[],[],0,0,0,[],주문한 상품의 배송 완료를 안내하는 정상적인 정보입니다.,parcel,,raw_reason_functional_left,5/5,1.0
[Web발신][에이원물류]인터넷발송입니다.문의 T. #PHONE (직통번호)호남(우리)화물택배 운송장 번호 보내드립니다. #TRACKING 입니다.,parcel,1,"해당 문자는 발신자가 불분명한 웹 발신으로, ""인터넷발송""이라는 표현과 함께 운송장 번호를 제공하고 있습니다. 또한, 문의 전화번호가 포함되어 있어 사용자가 추가적인 정보를 요청하도록 유도하고 있습니다. 이러한 요소들은 스미싱의 전형적인 특징으로, 사기꾼이 배송 관련 정보를 가장하여 피해자를 속이려는 의도가 드러납니다.","[[23, 42]]","[""문의 T. #PHONE (직통번호)""]",1,1,0,"[""link_or_contact_induction""]",전화 문의를 유도하여 추가적인 접촉을 시도하고 있다.,parcel,,raw_reason_functional_left,4/5,1.0
[Web발신]LG전자 배송으로 연락드렸으며 별도 발송된 알림톡/문자에서 배송일 확인 가능합니다.,parcel,1,"해당 문자는 ""별도 발송된 알림톡/문자에서 배송일 확인 가능합니다""라는 문구를 포함하고 있어, 수신자가 링크를 클릭하도록 유도하는 스미싱 신호가 있습니다. 또한, 발신자가 ""Web발신""으로 표시되어 있어 신뢰할 수 있는 출처인지 확인하기 어려운 점도 스미싱의 특징입니다.",[],[],0,0,0,[],"정상적인 배송 안내로, 배송일 확인을 위한 추가 정보 제공을 포함하고 있다.",parcel,,raw_reason_functional_left,4/5,1.0
[Web발신][W쇼핑]ARS 주문 시 남겨주신 주소가 정확하게 확인되지 않아 연락드렸으나 부재로 문자드립니다.배송시작이 지연되고 있으니 W쇼핑 고객센터로 연락 부탁드립니다. (#PHONE),parcel,1,"해당 문자는 W쇼핑을 가장하여 배송 지연에 대한 연락을 시도하고 있으며, 고객센터로의 연락을 요구하고 있습니다. 이러한 방식은 사기꾼들이 자주 사용하는 기법으로, 실제로는 존재하지 않는 문제를 제기하여 피해자로 하여금 연락을 하도록 유도하는 스미싱 신호로 해석될 수 있습니다.","[[26, 75], [76, 96]]","[""주소가 정확하게 확인되지 않아 연락드렸으나 부재로 문자드립니다.배송시작이 지연되고 있으니"", ""W쇼핑 고객센터로 연락 부탁드립니다.""]",1,1,0,"[""delivery_issue_claim"", ""link_or_contact_induction""]",배송 주소 문제를 언급하며 고객센터에 연락을 유도하고 있다.,parcel,,raw_reason_functional_left,4/5,1.0
안녕하세요 법률서점 입니다 헌법재판실무제요 개정3판이 출간 되었습니다 744페이지 35000?에 배송해 드립니다 수신을 원하지 않으시면 문자주세요. /전달: 전달: 전달: 전달: 전,parcel,1,"해당 문자는 법률서점에서 발송된 것처럼 보이지만, 수신자가 원하지 않는 경우 문자로 연락하라는 내용이 포함되어 있습니다. 이는 수신자가 의도하지 않은 광고나 판매를 유도하는 스미싱의 전형적인 특징입니다. 또한, 가격이 명시되어 있지만, 출처가 불분명하고 신뢰할 수 있는 정보인지 확인할 수 없는 점에서 스미싱의 가능성이 높습니다.","[[63, 82]]","[""수신을 원하지 않으시면 문자주세요.""]",1,1,0,"[""link_or_contact_induction""]",수신 거부를 요청하는 문구를 통해 추가적인 반응을 유도하고 있다.,parcel,,raw_reason_functional_left,5/5,1.0
[Web발신] [GS인천] 물류센터 내 탱크철거공사(#TIME~#TIME) 출하대 진출입로 변경되오니 주의운행 바랍니다.-진입 : 출하동 입구에서 우회전 (우회)-진출 : 현 진입로 이용,parcel,1,"해당 문자는 특정 시간에 물류센터 내에서 진행되는 공사에 대한 안내를 포함하고 있으며, 출하대 진출입로 변경에 대한 주의사항을 전달하고 있습니다. 그러나, 발신자가 'Web발신'으로 표시되어 있어 신뢰할 수 있는 출처인지 확인할 수 없으며, 일반적으로 공사 안내는 공식적인 경로를 통해 이루어지기 때문에 이와 같은 방식으로 전달되는 것은 의심스러운 요소로 작용합니다. 이러한 점에서 스미싱 문자로 판단됩니다.",[],[],0,0,0,[],정상적인 물류센터 공사 안내로 출하대 진출입로 변경에 대한 정보를 제공하고 있다.,parcel,,raw_reason_functional_left,5/5,1.0
[Web발신][맥커스]#NAME님 주문하신 상품의 배송안내입니다□주문번호 : #TRACKING□송장번호 : 한진택배/#TRACKING*택배사가 기존 CJ대한통운에서 한진택배로 변경되었으니 참고부탁드립니다!감사합니다!▷[맥커스] 바로가기 :#URL,parcel,1,"해당 문자는 배송 안내를 가장하고 있지만, 택배사가 변경되었다는 내용과 함께 링크를 포함하고 있습니다. 이는 사용자가 링크를 클릭하도록 유도하여 개인 정보를 탈취하거나 멀웨어를 다운로드하게 할 수 있는 스미싱의 전형적인 방식입니다. 또한, 발신자가 'Web발신'으로 표시되어 있어 신뢰성을 떨어뜨리는 요소가 있습니다.","[[75, 114], [120, 137]]","[""택배사가 기존 CJ대한통운에서 한진택배로 변경되었으니 참고부탁드립니다!"", ""▷[맥커스] 바로가기 :#URL""]",1,1,0,"[""delivery_issue_claim"", ""link_or_contact_induction""]",택배사 변경을 알리며 링크 클릭을 유도하여 추가 행동을 요구한다.,parcel,,raw_reason_functional_left,3/5,1.0
[Web발신]([806]넥스트비전) *폴링인견민소매원피스 발송일자 안내* 고객님  대단히 죄송합니다ㅠㅠ 주문하신 [폴링인견민소매원피스] 제품이 오입고로 인해 #TIME경 발송 예정입니다! 최대한 빠르게 출고드릴 수 있도록 노력하겠습니다. 본의 아니게 배송지연으로 불편을 드려 죄송합니다. ㅠ.ㅠ (문자 수신불가 번호입니다) /문자알림,parcel,1,"해당 문자는 고객님께 발송된 것으로 보이지만, 특정 제품에 대한 오입고와 발송 지연을 언급하며 사과하는 내용이 포함되어 있습니다. 그러나 발신자가 '넥스트비전'이라는 이름으로 되어 있으며, 이는 일반적으로 알려진 브랜드가 아닐 수 있습니다. 또한, 문자 수신불가 번호라는 점에서 신뢰성을 떨어뜨리는 요소가 있습니다. 이러한 요소들은 스미싱의 전형적인 특징으로, 사용자를 속이기 위한 의도가 내포되어 있을 가능성이 높습니다.","[[58, 104], [105, 132]]","[""주문하신 [폴링인견민소매원피스] 제품이 오입고로 인해 #TIME경 발송 예정입니다!"", ""최대한 빠르게 출고드릴 수 있도록 노력하겠습니다.""]",1,1,0,"[""delivery_issue_claim"", ""urgency_or_deadline_pressure""]",배송 지연을 언급하며 빠른 출고를 약속하여 고객의 반응을 유도한다.,parcel,,raw_reason_functional_left,4/5,1.0
[Web발신][CJ대한통운 택배_배송완료]고객님의 상품이 배송 완료되었습니다.ㆍ상품명 : 예쁘진무드핀턱코튼팬츠색상블랙black 사이즈XL외 1ㆍ인수자(위탁장소) : #NAMEㆍ운송장번호 : #TRACKING※ CJ /KISA 신고 메시지,parcel,1,"해당 문자는 배송 완료를 알리는 내용으로 보이지만, 발신자가 'Web발신'으로 표시되어 있어 신뢰할 수 있는 출처인지 확인할 수 없습니다. 또한, 인수자와 운송장번호가 '#NAME'과 '#TRACKING'으로 표기되어 있어 실제 정보를 제공하지 않고 있습니다. 이러한 요소들은 스미싱의 전형적인 특징으로, 사용자를 속이기 위한 의도가 의심됩니다.",[],[],0,0,0,[],정상적인 배송 완료 안내를 제공하고 있다.,parcel,,raw_reason_functional_left,3/5,1.0
[Web발신]안녕하십니까. #NAME.#NAME부부입니다.#TIME부터 메론출하를 시작으로 약 2주정도 출하 예정입니다. 메론신청은 아래 홈페이지로 신청받습니다. 택배배송은 신청하신 순번대로 진행됩니다.홈페이지;#URL(선물하실경우 수취인추가기능이용)계좌;#ACCOUNT농협(#NAME),parcel,1,"해당 문자는 출처가 불분명한 링크와 계좌 정보가 포함되어 있어 스미싱의 전형적인 특징을 보입니다. 특히, 메론 출하와 관련된 신청을 유도하며, 홈페이지 링크를 클릭하도록 유도하는 점에서 사기꾼의 의도가 드러납니다. 또한, 특정한 개인 정보나 금융 정보를 요구하는 요소가 있어 스미싱으로 판단됩니다.","[[68, 90], [91, 113]]","[""메론신청은 아래 홈페이지로 신청받습니다."", ""택배배송은 신청하신 순번대로 진행됩니다.""]",1,1,0,"[""link_or_contact_induction"", ""delivery_issue_claim""]","홈페이지를 통해 신청을 유도하고, 배송 순번에 대한 언급으로 추가 조치를 요구한다.",parcel,,raw_reason_functional_left,3/5,1.0
[Web발신][GS SHOP] 고객님께서 상담받으신 흥국생명 (#TIME) 방송의 사은품 내열유리 밀폐용기 10조이 #TIME 이내에 배송예정입니다  *업체사정으로 1~2일 배송이 지연될 수도 있으니 양해 부탁드립니다  ♡당신의 가장좋은 선택을 만듭니다 (문의:#PHONE),parcel,1,"해당 문자는 고객님께 상담받으신 방송의 사은품 배송에 대한 내용으로 보이지만, 발신자가 'Web발신'으로 표시되어 있어 신뢰할 수 있는 출처인지 확인할 수 없습니다. 또한, 사은품 배송을 언급하며 긴급성을 부각시키는 내용이 포함되어 있어 사용자가 링크를 클릭하거나 추가 정보를 제공하도록 유도할 가능성이 있습니다. 이러한 요소들은 스미싱의 전형적인 특징으로, 주의가 필요합니다.",[],[],0,0,0,[],정상적인 배송 예정 안내와 배송 지연에 대한 양해 요청이 포함되어 있다.,parcel,,raw_reason_functional_left,4/5,1.0
[Web발신]안녕하세요 #NAME 판매자입니다.  주문하신 상품은 연휴 이후 택배사 순차 배송으로 #TIME 중 출고예정으 최대한 빠른 배송이 되도록 요청하겠습니다불편하시겠지만 고객님의 소중한 시간 양해 부탁드리겠습니다. 감사합니다.,parcel,1,"해당 문자는 발신자가 불분명하고, 주문한 상품에 대한 배송 정보를 제공하는 것처럼 보이지만, 구체적인 상품명이나 주문 내역이 언급되지 않아 신뢰성을 떨어뜨립니다. 또한, 연휴 이후 배송을 언급하며 고객의 양해를 구하는 내용은 일반적인 상업적 메시지에서 자주 사용되는 수법으로, 사기꾼이 고객을 속이기 위해 사용하는 전형적인 방식입니다. 이러한 요소들은 스미싱의 핵심 신호로 작용합니다.",[],[],0,0,0,[],정상적인 배송 일정과 고객에 대한 양해를 요청하는 내용이 포함되어 있다.,parcel,,raw_reason_functional_left,4/5,1.0
[Web발신]안녕하세요. #NAME입니다.▶#OTHERS가 #TIME에 발송되었습니다.배송지역의 차이로 배송이 지연될수 있습니다. 목요일까지 신문을 못 받아 보신 독자님들은 #PHONE로 연락 부탁드립니다.교육신문 #NAME를 구독해 주셔서 감사합니다.,parcel,1,"해당 문자는 배송 지연에 대한 안내를 가장하고 있지만, 발신자가 불분명하며, 특정 개인 정보나 연락처를 요구하는 방식이 스미싱의 전형적인 특징을 보입니다. 또한, 수신자가 직접 연락을 하도록 유도하는 점에서 의심스러운 요소가 있습니다.","[[48, 72], [73, 115]]","[""배송지역의 차이로 배송이 지연될수 있습니다."", ""목요일까지 신문을 못 받아 보신 독자님들은 #PHONE로 연락 부탁드립니다.""]",1,1,0,"[""delivery_issue_claim"", ""link_or_contact_induction""]",배송 지연 문제를 언급하며 연락을 유도하고 있다.,parcel,,raw_reason_functional_left,4/5,1.0
[다이소몰] 주문이 완료되었습니다.- 주문번호 : #TRACKING- 주문자명 : #NAME- 주문금액 : 33 500원- 주문배송조회 : #URL,parcel,1,"해당 문자는 다이소몰을 사칭하여 주문이 완료되었다고 알리고 있으며, 주문번호와 주문금액, 배송조회 링크를 포함하고 있습니다. 이러한 요소들은 사용자가 링크를 클릭하도록 유도하여 개인 정보를 탈취하거나 멀웨어를 다운로드하게 만들기 위한 스미싱의 전형적인 방식입니다. 특히, 출처가 불분명한 링크가 포함되어 있어 스미싱의 핵심 신호로 작용합니다.",[],[],0,0,0,[],"주문 완료를 알리며, 배송조회 링크를 통해 추가적인 행동을 유도한다.",parcel,,raw_reason_functional_left,5/5,1.0
[Web발신]귀하의 차량이 #TIME 위반한 불법주정차 과태료고지서가 등기배송 후 부재로 인해 우편함에 배송이 되었음을 알려드리니 확인해보시기 바랍니다. [북구청 교통행정과],parcel,1,"해당 문자는 불법주정차 과태료 고지서를 언급하며, 부재로 인해 우편함에 배송되었다고 안내하고 있습니다. 이는 일반적으로 정부 기관에서 발송하는 공식적인 통지 방식과 유사하지만, 스미싱의 핵심 신호인 '불법주정차 과태료'와 같은 긴급성을 부각시키며 사용자가 링크를 클릭하거나 추가 정보를 제공하도록 유도할 가능성이 있습니다. 또한, 발신자가 '북구청 교통행정과'로 되어 있지만, 실제로 이러한 고지서는 일반적으로 등기우편으로 발송되므로, 문자 메시지를 통해 확인하라는 요청은 의심스러운 요소로 작용합니다.","[[7, 85]]","[""귀하의 차량이 #TIME 위반한 불법주정차 과태료고지서가 등기배송 후 부재로 인해 우편함에 배송이 되었음을 알려드리니 확인해보시기 바랍니다.""]",1,0,0,"[""authority_or_brand_impersonation""]",공공기관을 사칭하여 과태료 고지서를 언급하며 확인을 유도하고 있다.,parcel,,raw_reason_functional_left,5/5,1.0
딸수록부자농장 (#NAME) #TIME부터 선착순 배송예정아래 링크로 주문 바라며카톡이나 문자주문시전화 문의 바랍니다 ~#URL /전달: 딸수록부자농장 (#NAME),parcel,1,"해당 문자는 선착순 배송을 언급하며 링크를 클릭하도록 유도하고 있습니다. 출처가 불분명한 링크를 포함하고 있어 스미싱의 전형적인 특징을 보이고 있습니다. 또한, 특정 브랜드나 서비스에 대한 신뢰를 이용하여 사람들을 속이려는 의도가 엿보입니다.","[[32, 71]]","[""아래 링크로 주문 바라며카톡이나 문자주문시전화 문의 바랍니다 ~#URL""]",1,1,0,"[""link_or_contact_induction""]",주문을 유도하는 링크 클릭과 전화 문의를 요청하고 있다.,parcel,,raw_reason_functional_left,3/5,1.0
[Web발신][무인택배]서강대국제학사A-4 인증번호[#PASSWORD] 수신자[#PHONE] 기사[#PHONE],parcel,1,"해당 문자는 ""인증번호""라는 표현이 포함되어 있어, 수신자가 인증번호를 입력하도록 유도하는 스미싱의 전형적인 특징을 보입니다. 또한, 발신자가 ""무인택배""로 되어 있어 신뢰할 수 없는 출처에서 온 메시지로 의심됩니다. 이러한 요소들은 스미싱 공격의 전형적인 신호로 간주됩니다.","[[24, 51]]","[""인증번호[#PASSWORD] 수신자[#PHONE]""]",1,1,0,"[""credential_or_document_request""]",인증번호를 요구하여 개인정보를 유출하도록 유도한다.,parcel,,raw_reason_functional_left,5/5,1.0
[Web발신]#NAME(#ADDRESS) 상차완료 안내 ▶거래일 : #TIME ▶품목 : 황금알리버가드1 ▶중량 : 15 180kg ▶배송차량 : #OTHERS ▶기사명 : #NAME ▶기사연락처 : #PHONE 감사합니다. -서부사료-,parcel,1,"해당 문자는 배송 관련 정보를 제공하는 것처럼 보이지만, 발신자가 '서부사료'라는 이름으로 되어 있어 신뢰성을 의심하게 만듭니다. 또한, 구체적인 거래일, 품목, 중량 등의 정보가 포함되어 있지만, 실제로는 이러한 정보가 사기꾼에 의해 조작되었을 가능성이 높습니다. 특히, 발신자가 불분명하고, 수신자가 예상치 못한 배송 관련 메시지를 받았다는 점에서 스미싱의 핵심 신호가 나타납니다.",[],[],0,0,0,[],배송 상태와 거래일에 대한 일반적인 안내를 제공하고 있다.,parcel,,raw_reason_functional_left,3/5,1.0
[Web발신][FMC] #TIME 배송 업체 변경 안내 변경일 : #TIME부터 배송일 : 2일소요  (기존 1일) 임시주문불가 : #TIME - #TIME 임시배송불가 : #TIME - #TIME   더 나아진 품질과 배송 서비스로 보답 드리겠습니다. 감사합니다. /제목없음,parcel,1,"해당 문자는 배송 업체 변경 안내를 가장하고 있으며, 구체적인 업체명이나 신뢰할 수 있는 출처가 명시되어 있지 않습니다. 또한, 배송일 변경과 임시 주문 불가 등의 내용이 포함되어 있어 수신자가 불안감을 느끼게 하여 링크 클릭이나 추가 정보를 요구할 가능성이 높습니다. 이러한 요소들은 스미싱의 전형적인 특징으로, 사기꾼이 피해자를 속이기 위해 사용하는 기법입니다.","[[65, 110]]","[""임시주문불가 : #TIME - #TIME 임시배송불가 : #TIME - #TIME""]",1,0,0,"[""urgency_or_deadline_pressure""]",배송 업체 변경과 임시 주문 및 배송 불가 기간을 안내하며 긴급한 조치를 유도한다.,parcel,,raw_reason_functional_left,3/5,1.0
[Web발신] #NAME님 주문하신 PP국물컵【FP-신105/대】흰색/셋트■ 상품 배송은 잘 받으셨나요?항상 고객님이 좋은 상품을 빠르게 받아보실 수 있도록 최선을 다하고 있답니다.받으신 상품 관련 문의는 고객센터로 문의주시면 친절하게 안내해 드리겠습니다.이용해주셔서 진심으로 감사드립니다.#ADDRESS,parcel,1,"해당 문자는 상품 배송에 대한 문의를 가장하여 고객님에게 연락하고 있으며, 고객센터로의 문의를 유도하고 있습니다. 이러한 방식은 일반적으로 스미싱에서 사용되는 기법으로, 사기꾼들이 신뢰를 얻기 위해 고객의 관심을 끌고 정보를 요구하는 형태입니다. 또한, 발신자가 'Web발신'으로 표시되어 있어 신뢰할 수 있는 출처인지 확인하기 어려운 점도 스미싱의 특징입니다.",[],[],0,0,0,[],상품 배송 상태와 고객센터 문의 안내를 통해 정상적인 서비스 절차를 전달하고 있다.,parcel,,raw_reason_functional_left,5/5,1.0
